image_path,mask_path,patient_id,class_label,predicted_class,confidence,is_correct,xai_method,cam_threshold,sc,cc,wcis,exbale,insertion_auc,deletion_auc
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,gradcam,0.5,0.200879269529929,1.0,0.3114352524280548,0.39697908720766634,0.5134419567883014,0.12516416572034358
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,gradcam,0.6,0.11917483936422049,1.0,0.3114352524280548,0.3335677946951145,0.5134419567883014,0.12516416572034358
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,gradcam,0.7,0.07169428474805546,1.0,0.3114352524280548,0.2815901337705849,0.5134419567883014,0.12516416572034358
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,gradcam,0.8,0.033344606019614476,1.0,0.3114352524280548,0.2181713834026797,0.5134419567883014,0.12516416572034358
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,gradcam,0.9,0.00933378424078458,1.0,0.3114352524280548,0.142716824686024,0.5134419567883014,0.12516416572034358
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,gradcam_pp,0.5,0.29962800135272233,0.9453691848058046,0.36748218536376953,0.4704065660791256,0.43988760784268377,0.14602851010859014
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,gradcam_pp,0.6,0.18471423740277307,1.0,0.36748218536376953,0.40792365078992704,0.43988760784268377,0.14602851010859014
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,gradcam_pp,0.7,0.09171457558336152,1.0,0.36748218536376953,0.3230166302755465,0.43988760784268377,0.14602851010859014
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,gradcam_pp,0.8,0.03293878931349341,1.0,0.36748218536376953,0.22960498143278196,0.43988760784268377,0.14602851010859014
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,gradcam_pp,0.9,0.00879269529928982,1.0,0.36748218536376953,0.14783800834893265,0.43988760784268377,0.14602851010859014
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,scorecam,0.5,0.40250253635441324,1.0,0.4344610273838043,0.5592077058155082,0.5096829630434513,0.11390289515256881
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,scorecam,0.6,0.29536692593845115,1.0,0.4344610273838043,0.5043951413490967,0.5096829630434513,0.11390289515256881
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,scorecam,0.7,0.17700371998647277,1.0,0.4344610273838043,0.4252500807611208,0.5096829630434513,0.11390289515256881
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,scorecam,0.8,0.10064254311802502,1.0,0.4344610273838043,0.35229851099457626,0.5096829630434513,0.11390289515256881
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,scorecam,0.9,0.039972945552925264,1.0,0.4344610273838043,0.2589637592281706,0.5096829630434513,0.11390289515256881
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,eigencam,0.5,0.6081163341224214,0.9862878455462922,0.5561767220497131,0.6935339377564954,0.4279852591454983,0.11823737397789955
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,eigencam,0.6,0.49266148123097736,1.0,0.5561767220497131,0.6495119373470162,0.4279852591454983,0.11823737397789955
data/raw/OTU_2d/images/384.JPG,data/raw/OTU_2d/annotations/384.PNG,unknown,3,3,0.5111607909202576,True,eigencam,0.7,0.3605005072708827,1.0,0.5561767220497131,0.5852924132164726,0.4279852591454983,0.11823737397789955
