image_path,patient_id,class_label,predicted_class,confidence,is_correct,xai_method,cam_threshold,sc,cc,wcis,exbale,insertion_auc,deletion_auc
data/raw/OTU_2d/images/578.JPG,unknown,0,5,0.21588213741779327,False,gradcam,0.5,0.7284307190994593,0.505706940874036,0.5728527307510376,0.5953559752050982,,
data/raw/OTU_2d/images/578.JPG,unknown,0,5,0.21588213741779327,False,gradcam,0.6,0.529141672220988,0.4836526094902863,0.5728527307510376,0.5272899510030747,,
data/raw/OTU_2d/images/578.JPG,unknown,0,5,0.21588213741779327,False,gradcam,0.7,0.2514256091238984,0.4242159190303636,0.5728527307510376,0.3938641797031501,,
data/raw/OTU_2d/images/578.JPG,unknown,0,5,0.21588213741779327,False,gradcam,0.8,0.11515959416425979,0.3460169114374722,0.5728527307510376,0.28367004535096885,,
data/raw/OTU_2d/images/578.JPG,unknown,0,5,0.21588213741779327,False,gradcam,0.9,0.033622158038954304,0.19756309834638816,0.5728527307510376,0.15611985251999863,,
data/raw/OTU_2d/images/578.JPG,unknown,0,5,0.21588213741779327,False,gradcam_pp,0.5,0.7769384581204177,0.5523904802021904,0.6076256036758423,0.6388853878122907,,
data/raw/OTU_2d/images/578.JPG,unknown,0,5,0.21588213741779327,False,gradcam_pp,0.6,0.506776271939569,0.5173508732138807,0.6076256036758423,0.5420997079796801,,
data/raw/OTU_2d/images/578.JPG,unknown,0,5,0.21588213741779327,False,gradcam_pp,0.7,0.2170628749166852,0.3822877266205817,0.6076256036758423,0.36943439144011664,,
data/raw/OTU_2d/images/578.JPG,unknown,0,5,0.21588213741779327,False,gradcam_pp,0.8,0.1298230022957861,0.3643733111619206,0.6076256036758423,0.3063219299757425,,
data/raw/OTU_2d/images/578.JPG,unknown,0,5,0.21588213741779327,False,gradcam_pp,0.9,0.06161593719914093,0.30712440014765596,0.6076256036758423,0.22570844757913264,,
data/raw/OTU_2d/images/578.JPG,unknown,0,5,0.21588213741779327,False,scorecam,0.5,0.2543138561801081,0.3830024537140308,0.4199156165122986,0.34454387496827754,,
data/raw/OTU_2d/images/578.JPG,unknown,0,5,0.21588213741779327,False,scorecam,0.6,0.16300081463378507,0.33521169661894606,0.4199156165122986,0.28415610226168975,,
data/raw/OTU_2d/images/578.JPG,unknown,0,5,0.21588213741779327,False,scorecam,0.7,0.09694142042509073,0.2855584642233857,0.4199156165122986,0.22652813324976231,,
