image_path,patient_id,class_label,predicted_class,confidence,is_correct,xai_method,cam_threshold,sc,cc,wcis,exbale,insertion_auc,deletion_auc
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,gradcam,0.5,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,gradcam,0.6,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,gradcam,0.7,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,gradcam,0.8,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,gradcam,0.9,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,gradcam_pp,0.5,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,gradcam_pp,0.6,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,gradcam_pp,0.7,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,gradcam_pp,0.8,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,gradcam_pp,0.9,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,scorecam,0.5,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,scorecam,0.6,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,scorecam,0.7,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,scorecam,0.8,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,6,0.24794772267341614,False,scorecam,0.9,0.0,0.0,0.0,0.0,,
