image_path,patient_id,class_label,predicted_class,confidence,is_correct,xai_method,cam_threshold,sc,cc,wcis,exbale,insertion_auc,deletion_auc
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,gradcam,0.5,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,gradcam,0.6,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,gradcam,0.7,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,gradcam,0.8,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,gradcam,0.9,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,gradcam_pp,0.5,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,gradcam_pp,0.6,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,gradcam_pp,0.7,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,gradcam_pp,0.8,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,gradcam_pp,0.9,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,scorecam,0.5,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,scorecam,0.6,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,scorecam,0.7,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,scorecam,0.8,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,scorecam,0.9,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,eigencam,0.5,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,eigencam,0.6,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,eigencam,0.7,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,eigencam,0.8,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,eigencam,0.9,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,saliency,0.5,0.00407316892542398,0.9821428571428571,0.0900845155119896,0.07116269863459425,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,saliency,0.6,0.0019995556542990447,1.0,0.0900845155119896,0.05647564675310254,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,saliency,0.7,0.0008146337850847959,1.0,0.0900845155119896,0.041866904660308554,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,saliency,0.8,0.00037028808412945273,1.0,0.0900845155119896,0.03219066584027175,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,saliency,0.9,0.00022217285047767163,1.0,0.0900845155119896,0.027150659087498377,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,integrated_gradients,0.5,0.004887802710508776,0.8048780487804879,0.10563602298498154,0.07462515789440144,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,integrated_gradients,0.6,0.001925498037473154,0.8666666666666667,0.10563602298498154,0.056070668915925395,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,integrated_gradients,0.7,0.0007405761682589055,0.8333333333333334,0.10563602298498154,0.04024699948055724,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,integrated_gradients,0.8,0.0002962304673035622,1.0,0.10563602298498154,0.03151233518411471,,
data/raw/OTU_2d/images/578.JPG,unknown,0,2,0.2273629754781723,False,integrated_gradients,0.9,0.0001481152336517811,1.0,0.10563602298498154,0.0250113570106191,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,gradcam,0.5,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,gradcam,0.6,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,gradcam,0.7,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,gradcam,0.8,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,gradcam,0.9,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,gradcam_pp,0.5,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,gradcam_pp,0.6,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,gradcam_pp,0.7,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,gradcam_pp,0.8,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,gradcam_pp,0.9,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,scorecam,0.5,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,scorecam,0.6,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,scorecam,0.7,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,scorecam,0.8,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,scorecam,0.9,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,eigencam,0.5,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,eigencam,0.6,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,eigencam,0.7,0.0,0.0,0.0,0.0,,
data/raw/OTU_2d/images/356.JPG,unknown,3,1,0.14758232235908508,False,eigencam,0.8,0.0,0.0,0.0,0.0,,
